timestamp_utc,route,status_code,latency_ms,error
2026-04-14T15:49:16.618111+00:00,/predict,200,41.033,
2026-04-14T15:49:16.625120+00:00,/model-info,200,2.189,
2026-04-14T16:01:20.758593+00:00,/,200,83.83,
2026-04-14T16:01:20.779385+00:00,/web/style.css,304,3.15,
2026-04-14T16:01:20.780806+00:00,/web/app.js,304,3.587,
2026-04-14T16:01:20.801249+00:00,/model-info,200,12.382,
2026-04-14T16:01:26.815795+00:00,/predict,200,2641.469,
2026-04-14T16:01:26.821304+00:00,/model-info,200,2.028,
2026-04-14T16:01:32.207870+00:00,/predict,200,151.231,
2026-04-14T16:01:32.216397+00:00,/model-info,200,2.354,
2026-04-14T16:01:36.064501+00:00,/predict,200,129.524,
2026-04-14T16:01:36.071586+00:00,/model-info,200,1.871,
2026-04-14T16:03:32.215290+00:00,/,200,1.777,
2026-04-14T16:03:32.234004+00:00,/web/style.css,304,2.844,
2026-04-14T16:03:32.236002+00:00,/web/app.js,200,3.997,
2026-04-14T16:03:32.245514+00:00,/model-info,200,2.317,
2026-04-14T16:03:35.395771+00:00,/predict,200,149.289,
2026-04-14T16:03:35.402486+00:00,/model-info,200,1.294,
2026-04-14T16:03:37.203485+00:00,/predict,200,218.257,
2026-04-14T16:03:37.209996+00:00,/model-info,200,1.402,
2026-04-14T16:07:06.288765+00:00,/,200,2.626,
2026-04-14T16:07:06.317781+00:00,/web/style.css,304,4.049,
2026-04-14T16:07:06.320237+00:00,/web/app.js,200,5.412,
2026-04-14T16:07:06.330387+00:00,/model-info,200,2.591,
2026-04-14T16:07:08.876510+00:00,/predict,200,110.068,
2026-04-14T16:07:08.882517+00:00,/model-info,200,1.185,
2026-04-14T16:07:11.595193+00:00,/predict,200,226.157,
2026-04-14T16:07:11.603289+00:00,/model-info,200,2.219,
2026-04-14T16:07:13.328908+00:00,/predict,200,98.165,
2026-04-14T16:07:13.334884+00:00,/model-info,200,1.933,
2026-04-14T16:07:16.256238+00:00,/predict,200,162.335,
2026-04-14T16:07:16.262077+00:00,/model-info,200,1.155,
2026-04-14T16:07:17.026483+00:00,/predict,200,136.421,
2026-04-14T16:07:17.033564+00:00,/model-info,200,1.701,
2026-04-14T16:07:17.217445+00:00,/predict,200,128.852,
2026-04-14T16:07:17.223884+00:00,/model-info,200,2.33,
2026-04-14T16:07:17.461717+00:00,/predict,200,149.582,
2026-04-14T16:07:17.469704+00:00,/model-info,200,2.374,
2026-04-14T16:07:36.146304+00:00,/predict,200,152.148,
2026-04-14T16:07:36.153224+00:00,/model-info,200,1.751,
2026-04-14T16:19:51.583410+00:00,/,200,1.988,
2026-04-14T16:19:51.605613+00:00,/web/style.css,304,3.596,
2026-04-14T16:19:51.607619+00:00,/web/app.js,304,4.812,
2026-04-14T16:19:51.616162+00:00,/model-info,200,2.377,
2026-04-14T16:19:54.142040+00:00,/predict,200,131.853,
2026-04-14T16:19:54.148098+00:00,/model-info,200,1.137,
2026-04-14T16:22:46.379900+00:00,/,200,1.951,
2026-04-14T16:22:46.396490+00:00,/web/app.js,200,1.302,
2026-04-14T16:22:46.409089+00:00,/model-info,200,1.402,
2026-04-14T16:22:49.274861+00:00,/sample,200,27.226,
2026-04-14T16:22:49.587976+00:00,/sample,200,0.878,
2026-04-14T16:22:53.097108+00:00,/predict,200,2307.106,
2026-04-14T16:22:53.103885+00:00,/model-info,200,2.668,
2026-04-14T16:22:54.864759+00:00,/sample,200,2.134,
2026-04-14T16:22:55.397061+00:00,/sample,200,1.297,
2026-04-14T16:22:56.147034+00:00,/sample,200,1.538,
2026-04-14T16:22:56.888446+00:00,/sample,200,2.28,
2026-04-14T16:22:57.974173+00:00,/predict,200,93.782,
2026-04-14T16:22:57.983704+00:00,/model-info,200,2.321,
2026-04-14T16:23:00.990034+00:00,/sample,200,2.352,
2026-04-14T16:23:03.719724+00:00,/predict,200,192.582,
2026-04-14T16:23:03.726704+00:00,/model-info,200,1.165,
2026-04-14T16:23:06.721379+00:00,/predict,200,120.863,
2026-04-14T16:23:06.729163+00:00,/model-info,200,2.392,
2026-04-14T16:23:09.804596+00:00,/predict,200,123.294,
2026-04-14T16:23:09.811928+00:00,/model-info,200,2.157,
2026-04-14T16:23:12.100174+00:00,/predict,200,136.676,
2026-04-14T16:23:12.107699+00:00,/model-info,200,2.332,
2026-04-14T16:23:14.322460+00:00,/predict,200,120.876,
2026-04-14T16:23:14.327998+00:00,/model-info,200,0.973,
2026-04-14T16:23:17.828172+00:00,/predict,200,84.249,
2026-04-14T16:23:17.836217+00:00,/model-info,200,2.699,
2026-04-14T16:23:20.985370+00:00,/predict,200,184.12,
2026-04-14T16:23:20.991384+00:00,/model-info,200,2.157,
2026-04-14T16:23:27.966325+00:00,/predict,200,134.499,
2026-04-14T16:23:27.973844+00:00,/model-info,200,2.396,
2026-04-14T16:23:31.033964+00:00,/predict,200,178.615,
2026-04-14T16:23:31.040989+00:00,/model-info,200,2.164,
2026-04-14T16:23:33.361592+00:00,/predict,200,128.283,
2026-04-14T16:23:33.367132+00:00,/model-info,200,1.848,
2026-04-14T16:23:35.690998+00:00,/predict,200,181.11,
2026-04-14T16:23:35.698199+00:00,/model-info,200,2.692,
2026-04-14T16:23:38.342375+00:00,/predict,200,164.112,
2026-04-14T16:23:38.347939+00:00,/model-info,200,1.796,
2026-04-14T16:25:28.780659+00:00,/,200,59.659,
2026-04-14T16:25:28.801729+00:00,/web/app.js,200,3.171,
2026-04-14T16:25:28.802729+00:00,/web/style.css,304,6.459,
2026-04-14T16:25:28.811533+00:00,/model-info,200,2.263,
2026-04-14T16:25:30.411134+00:00,/predict,200,159.225,
2026-04-14T16:25:30.417644+00:00,/model-info,200,2.267,
2026-04-14T16:25:32.454500+00:00,/sample,200,2.038,
2026-04-14T16:25:33.725922+00:00,/predict,200,152.826,
2026-04-14T16:25:33.731959+00:00,/model-info,200,1.276,
2026-04-14T16:25:40.740666+00:00,/predict,200,113.818,
2026-04-14T16:25:40.749324+00:00,/model-info,200,2.388,
2026-04-14T16:25:43.865193+00:00,/predict,200,122.805,
2026-04-14T16:25:43.872686+00:00,/model-info,200,2.278,
2026-04-14T16:25:46.154005+00:00,/predict,200,100.46,
2026-04-14T16:25:46.160999+00:00,/model-info,200,2.181,
2026-04-14T16:25:48.745539+00:00,/predict,200,141.922,
2026-04-14T16:25:48.753037+00:00,/model-info,200,2.406,
2026-04-14T16:29:38.047130+00:00,/,200,1.99,
2026-04-14T16:29:38.065501+00:00,/web/app.js,200,2.026,
2026-04-14T16:29:38.075501+00:00,/model-info,200,2.318,
2026-04-14T16:29:39.614357+00:00,/predict,200,130.421,
2026-04-14T16:29:39.621360+00:00,/model-info,200,1.478,
2026-04-14T16:29:43.294799+00:00,/predict,200,107.22,
2026-04-14T16:29:43.302017+00:00,/model-info,200,2.404,
2026-04-14T16:32:20.182103+00:00,/,200,1.812,
2026-04-14T16:32:20.206004+00:00,/web/app.js,304,2.912,
2026-04-14T16:32:21.890604+00:00,/web/style.css,304,30.807,
2026-04-14T16:32:21.896526+00:00,/model-info,200,1.221,
2026-04-14T16:35:43.136210+00:00,/,200,1.912,
2026-04-14T16:35:43.158708+00:00,/web/app.js,304,2.045,
2026-04-14T16:35:43.166715+00:00,/model-info,200,2.697,
2026-04-14T16:35:45.818194+00:00,/,200,1.723,
2026-04-14T16:35:45.840338+00:00,/model-info,200,2.301,
2026-04-14T16:35:46.064497+00:00,/,200,1.731,
2026-04-14T16:35:46.088785+00:00,/model-info,200,2.506,
2026-04-14T16:35:46.208512+00:00,/,200,1.437,
2026-04-14T16:35:46.232149+00:00,/model-info,200,1.933,
2026-04-14T16:35:46.462210+00:00,/,200,1.817,
2026-04-14T16:35:46.485210+00:00,/model-info,200,2.24,
2026-04-14T16:36:17.059918+00:00,/,200,1.778,
2026-04-14T16:36:17.079871+00:00,/model-info,200,2.402,
2026-04-14T16:36:24.112441+00:00,/,200,1.533,
2026-04-14T16:36:24.134645+00:00,/web/app.js,304,1.771,
2026-04-14T16:36:24.141645+00:00,/model-info,200,2.357,
2026-04-14T16:36:24.505831+00:00,/,200,1.633,
2026-04-14T16:36:24.527113+00:00,/model-info,200,1.7,
2026-04-14T16:36:24.677412+00:00,/,200,1.962,
2026-04-14T16:36:24.698567+00:00,/model-info,200,2.312,
2026-04-14T16:37:03.114086+00:00,/,200,1.764,
2026-04-14T16:37:03.138595+00:00,/model-info,200,2.273,
2026-04-14T16:37:03.483858+00:00,/,200,1.819,
2026-04-14T16:37:03.505875+00:00,/model-info,200,2.08,
2026-04-14T16:37:33.564800+00:00,/health,200,2.137,
2026-04-14T16:37:33.570329+00:00,/web/assets/bg.png,200,2.212,
2026-04-14T16:38:24.149816+00:00,/,200,1.613,
2026-04-14T16:38:24.169958+00:00,/web/style.css,200,3.898,
2026-04-14T16:38:24.171955+00:00,/web/app.js,304,4.673,
2026-04-14T16:38:24.179555+00:00,/model-info,200,3.433,
2026-04-14T16:38:24.181569+00:00,/web/assets/bg.png,200,4.647,
2026-04-14T16:38:24.404903+00:00,/,200,1.874,
2026-04-14T16:38:24.428901+00:00,/model-info,200,2.277,
2026-04-14T16:45:12.625179+00:00,/,200,2.004,
2026-04-14T16:45:12.647186+00:00,/web/style.css,200,2.612,
2026-04-14T16:45:12.648188+00:00,/web/app.js,304,3.76,
2026-04-14T16:45:12.655075+00:00,/web/assets/bg.png,304,1.701,
2026-04-14T16:45:12.656475+00:00,/model-info,200,3.172,
2026-04-14T16:58:58.593016+00:00,/,200,1.721,
2026-04-14T16:58:58.616039+00:00,/web/style.css,200,2.718,
2026-04-14T16:58:58.618148+00:00,/web/app.js,200,2.955,
2026-04-14T16:58:58.625151+00:00,/web/assets/bg.png,304,2.088,
2026-04-14T16:58:58.628552+00:00,/model-info,200,2.045,
2026-04-14T17:02:14.544717+00:00,/,200,1.718,
2026-04-14T17:02:14.564723+00:00,/web/style.css,200,2.251,
2026-04-14T17:02:14.567732+00:00,/web/app.js,200,3.716,
2026-04-14T17:02:14.577667+00:00,/model-info,200,2.579,
2026-04-14T17:02:14.580737+00:00,/web/assets/bg.png,200,4.157,
2026-04-14T17:02:14.612517+00:00,/favicon.ico,404,0.459,
2026-04-14T17:02:22.419363+00:00,/predict,200,3028.036,
2026-04-14T17:02:22.426352+00:00,/model-info,200,2.369,
2026-04-14T17:02:27.438717+00:00,/predict,200,201.436,
2026-04-14T17:02:27.446246+00:00,/model-info,200,2.406,
2026-04-14T17:02:34.210154+00:00,/docs,200,0.56,
2026-04-14T17:02:35.632102+00:00,/openapi.json,200,17.504,
2026-04-14T17:02:48.811199+00:00,/predict,200,206.59,
2026-04-14T17:02:48.818218+00:00,/model-info,200,2.388,
2026-04-14T17:02:51.454598+00:00,/predict,200,98.12,
2026-04-14T17:02:51.464761+00:00,/model-info,200,2.205,
2026-04-14T17:02:53.401781+00:00,/predict,200,135.336,
2026-04-14T17:02:53.409120+00:00,/model-info,200,2.05,
2026-04-14T17:21:16.159709+00:00,/,200,1.935,
2026-04-14T17:21:16.187729+00:00,/web/style.css,200,4.205,
2026-04-14T17:21:16.189783+00:00,/web/app.js,304,4.801,
2026-04-14T17:21:16.199786+00:00,/model-info,200,3.318,
2026-04-14T17:21:16.202783+00:00,/web/assets/bg.png,304,4.759,
2026-04-14T17:21:37.495924+00:00,/predict,200,195.543,
2026-04-14T17:21:37.502928+00:00,/model-info,200,2.497,
2026-04-14T17:21:40.255532+00:00,/predict,200,107.535,
2026-04-14T17:21:40.262534+00:00,/model-info,200,2.284,
2026-04-14T17:22:00.551638+00:00,/predict,200,152.243,
2026-04-14T17:22:00.557075+00:00,/model-info,200,1.69,
2026-04-14T17:22:01.950526+00:00,/predict,200,170.456,
2026-04-14T17:22:01.971716+00:00,/model-info,200,2.503,
2026-04-15T03:11:51.310540+00:00,/,200,141.978,
2026-04-15T03:11:51.468072+00:00,/web/style.css,304,5.051,
2026-04-15T03:11:51.471070+00:00,/web/app.js,304,5.375,
2026-04-15T03:11:51.484589+00:00,/web/assets/bg.png,304,5.003,
2026-04-15T03:11:51.486581+00:00,/model-info,200,6.645,
2026-04-15T03:11:53.002690+00:00,/favicon.ico,404,0.671,
2026-04-15T03:11:54.291701+00:00,/,200,2.176,
2026-04-15T03:11:54.321723+00:00,/model-info,200,2.71,
2026-04-15T03:12:15.572179+00:00,/predict,200,5681.444,
2026-04-15T03:12:15.580262+00:00,/model-info,200,2.603,
2026-04-15T03:12:19.368608+00:00,/predict,200,353.415,
2026-04-15T03:12:19.376389+00:00,/model-info,200,3.004,
2026-04-15T03:16:31.113142+00:00,/model-info,200,3.92,
2026-04-15T03:16:33.449786+00:00,/favicon.ico,404,0.359,
2026-04-15T03:16:33.476694+00:00,/favicon.ico,404,0.273,
2026-04-15T03:16:38.652873+00:00,/predict,200,322.292,
2026-04-15T03:16:38.658879+00:00,/model-info,200,1.748,
2026-04-15T03:16:51.137046+00:00,/predict,200,377.384,
2026-04-15T03:16:51.148219+00:00,/model-info,200,4.218,
2026-04-15T03:25:13.755486+00:00,/predict,200,238.366,
2026-04-15T03:25:13.774494+00:00,/model-info,200,2.413,
2026-04-15T03:31:57.824568+00:00,/predict,200,326.056,
2026-04-15T03:31:57.833396+00:00,/model-info,200,2.412,
2026-04-15T03:32:00.227204+00:00,/predict,200,295.305,
2026-04-15T03:32:00.236594+00:00,/model-info,200,2.505,
2026-04-15T03:32:03.419692+00:00,/predict,200,287.754,
2026-04-15T03:32:03.430686+00:00,/model-info,200,4.929,
2026-04-15T03:35:54.820641+00:00,/.well-known/appspecific/com.chrome.devtools.json,404,0.394,
2026-04-15T03:36:00.393242+00:00,/metrics,200,1.751,
2026-04-15T03:36:26.170822+00:00,/monitor,200,43.27,
2026-04-15T03:36:50.608646+00:00,/model,200,4.819,
2026-04-15T03:51:37.394075+00:00,/predict,200,234.862,
2026-04-15T03:51:37.402731+00:00,/model-info,200,1.604,
2026-04-15T03:51:58.190752+00:00,/predict,200,242.081,
2026-04-15T03:51:58.199287+00:00,/model-info,200,4.283,
2026-04-15T03:52:29.410300+00:00,/metrics,200,1.373,
2026-04-15T03:52:47.637166+00:00,/monitor,200,33.558,
